configuration ID,learning_rate,buffer,batch,tau,gamma,Reward,n_eval_episode
21,0.001,10000,128,0.001,0.99,-1496.83696,15
21,0.001,10000,128,0.001,0.99,-270.374793,16
21,0.001,10000,128,0.001,0.99,-133.76451,17
21,0.001,10000,128,0.001,0.99,-1492.474097,18
21,0.001,10000,128,0.001,0.99,-136.635902,19
21,0.001,10000,128,0.001,0.99,-137.436604,20
22,0.001,10000,128,0.01,0.5,-1263.067019,1
22,0.001,10000,128,0.01,0.5,-1282.062456,2
22,0.001,10000,128,0.01,0.5,-1307.736772,3
22,0.001,10000,128,0.01,0.5,-1282.063019,4
22,0.001,10000,128,0.01,0.5,-1316.07099,5
22,0.001,10000,128,0.01,0.5,-1340.078611,6
22,0.001,10000,128,0.01,0.5,-1158.907989,7
22,0.001,10000,128,0.01,0.5,-1287.633305,8
22,0.001,10000,128,0.01,0.5,-1270.514191,9
22,0.001,10000,128,0.01,0.5,-1322.239347,10
22,0.001,10000,128,0.01,0.5,-1324.353347,11
22,0.001,10000,128,0.01,0.5,-914.357722,12
22,0.001,10000,128,0.01,0.5,-1319.025397,13
22,0.001,10000,128,0.01,0.5,-1288.626297,14
22,0.001,10000,128,0.01,0.5,-1161.289185,15
22,0.001,10000,128,0.01,0.5,-1319.803304,16
22,0.001,10000,128,0.01,0.5,-1335.390328,17
22,0.001,10000,128,0.01,0.5,-1302.301783,18
22,0.001,10000,128,0.01,0.5,-1281.298018,19
22,0.001,10000,128,0.01,0.5,-1501.874341,20
23,0.001,10000,128,0.01,0.99,-118.07461,1
23,0.001,10000,128,0.01,0.99,-0.89317,2
23,0.001,10000,128,0.01,0.99,-220.161135,3
23,0.001,10000,128,0.01,0.99,-125.371828,4
23,0.001,10000,128,0.01,0.99,-248.744765,5
23,0.001,10000,128,0.01,0.99,-123.389668,6
23,0.001,10000,128,0.01,0.99,-123.80522,7
23,0.001,10000,128,0.01,0.99,-0.438289,8
23,0.001,10000,128,0.01,0.99,-126.055184,9
23,0.001,10000,128,0.01,0.99,-245.379359,10
23,0.001,10000,128,0.01,0.99,-129.173187,11
23,0.001,10000,128,0.01,0.99,-126.950913,12
23,0.001,10000,128,0.01,0.99,-2.339694,13
23,0.001,10000,128,0.01,0.99,-116.527728,14
23,0.001,10000,128,0.01,0.99,-116.418074,15
23,0.001,10000,128,0.01,0.99,-120.233914,16
23,0.001,10000,128,0.01,0.99,-118.022955,17
23,0.001,10000,128,0.01,0.99,-131.878323,18
23,0.001,10000,128,0.01,0.99,-124.024442,19
23,0.001,10000,128,0.01,0.99,-231.84571,20
24,0.001,100000,32,0.001,0.5,-1440.951798,1
24,0.001,100000,32,0.001,0.5,-1483.81515,2
24,0.001,100000,32,0.001,0.5,-1500.227733,3
24,0.001,100000,32,0.001,0.5,-1318.759042,4
24,0.001,100000,32,0.001,0.5,-1412.73473,5
24,0.001,100000,32,0.001,0.5,-1436.832271,6
24,0.001,100000,32,0.001,0.5,-1486.226915,7
24,0.001,100000,32,0.001,0.5,-1075.561675,8
24,0.001,100000,32,0.001,0.5,-1181.677303,9
24,0.001,100000,32,0.001,0.5,-1504.193305,10
24,0.001,100000,32,0.001,0.5,-1402.352606,11
24,0.001,100000,32,0.001,0.5,-1174.679468,12
24,0.001,100000,32,0.001,0.5,-1229.935808,13
24,0.001,100000,32,0.001,0.5,-1473.213452,14
24,0.001,100000,32,0.001,0.5,-1135.825216,15
24,0.001,100000,32,0.001,0.5,-1262.80768,16
24,0.001,100000,32,0.001,0.5,-1401.164182,17
24,0.001,100000,32,0.001,0.5,-1506.079384,18
24,0.001,100000,32,0.001,0.5,-1504.518518,19
24,0.001,100000,32,0.001,0.5,-1371.450137,20
25,0.001,100000,32,0.001,0.99,-604.850816,1
25,0.001,100000,32,0.001,0.99,-408.330635,2
25,0.001,100000,32,0.001,0.99,-664.330552,3
25,0.001,100000,32,0.001,0.99,-405.220984,4
25,0.001,100000,32,0.001,0.99,-532.736008,5
25,0.001,100000,32,0.001,0.99,-410.274135,6
25,0.001,100000,32,0.001,0.99,-684.079255,7
25,0.001,100000,32,0.001,0.99,-537.888593,8
25,0.001,100000,32,0.001,0.99,-684.423022,9
25,0.001,100000,32,0.001,0.99,-548.962357,10
25,0.001,100000,32,0.001,0.99,-526.765115,11
25,0.001,100000,32,0.001,0.99,-413.558882,12
25,0.001,100000,32,0.001,0.99,-1493.829722,13
25,0.001,100000,32,0.001,0.99,-654.588934,14
25,0.001,100000,32,0.001,0.99,-656.479838,15
25,0.001,100000,32,0.001,0.99,-1495.165628,16
25,0.001,100000,32,0.001,0.99,-673.683521,17
25,0.001,100000,32,0.001,0.99,-534.333654,18
25,0.001,100000,32,0.001,0.99,-535.074491,19
25,0.001,100000,32,0.001,0.99,-541.589474,20
26,0.001,100000,32,0.01,0.5,-1344.926127,1
26,0.001,100000,32,0.01,0.5,-1217.877088,2
26,0.001,100000,32,0.01,0.5,-1348.330492,3
26,0.001,100000,32,0.01,0.5,-1334.124109,4
26,0.001,100000,32,0.01,0.5,-1299.64067,5
26,0.001,100000,32,0.01,0.5,-1240.096246,6
26,0.001,100000,32,0.01,0.5,-1501.779434,7
26,0.001,100000,32,0.01,0.5,-1300.536046,8
26,0.001,100000,32,0.01,0.5,-1383.373356,9
26,0.001,100000,32,0.01,0.5,-1246.725447,10
26,0.001,100000,32,0.01,0.5,-1338.028709,11
26,0.001,100000,32,0.01,0.5,-1364.678061,12
26,0.001,100000,32,0.01,0.5,-1357.282929,13
26,0.001,100000,32,0.01,0.5,-1384.814082,14
26,0.001,100000,32,0.01,0.5,-1174.837075,15
26,0.001,100000,32,0.01,0.5,-1352.178039,16
26,0.001,100000,32,0.01,0.5,-1324.769785,17
26,0.001,100000,32,0.01,0.5,-1502.86871,18
26,0.001,100000,32,0.01,0.5,-1308.334892,19
26,0.001,100000,32,0.01,0.5,-1289.364236,20
27,0.001,100000,32,0.01,0.99,-119.687682,1
27,0.001,100000,32,0.01,0.99,-1.785842,2
27,0.001,100000,32,0.01,0.99,-1.384517,3
27,0.001,100000,32,0.01,0.99,-237.689965,4
27,0.001,100000,32,0.01,0.99,-130.302819,5
27,0.001,100000,32,0.01,0.99,-126.686399,6
27,0.001,100000,32,0.01,0.99,-114.764493,7
27,0.001,100000,32,0.01,0.99,-1.309292,8
27,0.001,100000,32,0.01,0.99,-125.424219,9
27,0.001,100000,32,0.01,0.99,-365.68508,10
27,0.001,100000,32,0.01,0.99,-356.606339,11
27,0.001,100000,32,0.01,0.99,-118.957798,12
27,0.001,100000,32,0.01,0.99,-126.781197,13
27,0.001,100000,32,0.01,0.99,-122.766965,14
27,0.001,100000,32,0.01,0.99,-124.303113,15
27,0.001,100000,32,0.01,0.99,-234.856614,16
27,0.001,100000,32,0.01,0.99,-243.547963,17
27,0.001,100000,32,0.01,0.99,-128.073896,18
27,0.001,100000,32,0.01,0.99,-240.599486,19
27,0.001,100000,32,0.01,0.99,-117.570018,20
28,0.001,100000,64,0.001,0.5,-1208.332507,1
28,0.001,100000,64,0.001,0.5,-1355.615203,2
28,0.001,100000,64,0.001,0.5,-1193.110449,3
28,0.001,100000,64,0.001,0.5,-1347.010223,4
28,0.001,100000,64,0.001,0.5,-1370.861823,5
28,0.001,100000,64,0.001,0.5,-1512.630754,6
28,0.001,100000,64,0.001,0.5,-1499.081725,7
28,0.001,100000,64,0.001,0.5,-1501.313221,8
28,0.001,100000,64,0.001,0.5,-1348.324453,9
28,0.001,100000,64,0.001,0.5,-956.488457,10
28,0.001,100000,64,0.001,0.5,-1310.39142,11
28,0.001,100000,64,0.001,0.5,-1342.72912,12
28,0.001,100000,64,0.001,0.5,-1368.518614,13
28,0.001,100000,64,0.001,0.5,-1332.475517,14
28,0.001,100000,64,0.001,0.5,-1490.887311,15
28,0.001,100000,64,0.001,0.5,-1350.218454,16
28,0.001,100000,64,0.001,0.5,-1346.706404,17
28,0.001,100000,64,0.001,0.5,-1513.933038,18
28,0.001,100000,64,0.001,0.5,-1499.494946,19
28,0.001,100000,64,0.001,0.5,-1345.833964,20
29,0.001,100000,64,0.001,0.99,-562.00827,1
29,0.001,100000,64,0.001,0.99,-548.195144,2
29,0.001,100000,64,0.001,0.99,-679.430643,3
29,0.001,100000,64,0.001,0.99,-481.102385,4
29,0.001,100000,64,0.001,0.99,-1499.847557,5
29,0.001,100000,64,0.001,0.99,-665.991077,6
29,0.001,100000,64,0.001,0.99,-553.001324,7
29,0.001,100000,64,0.001,0.99,-542.108894,8
29,0.001,100000,64,0.001,0.99,-676.111877,9
29,0.001,100000,64,0.001,0.99,-433.872603,10
29,0.001,100000,64,0.001,0.99,-671.245495,11
29,0.001,100000,64,0.001,0.99,-539.067778,12
29,0.001,100000,64,0.001,0.99,-682.45075,13
29,0.001,100000,64,0.001,0.99,-1494.291099,14
29,0.001,100000,64,0.001,0.99,-682.555847,15
29,0.001,100000,64,0.001,0.99,-552.467265,16
29,0.001,100000,64,0.001,0.99,-672.446994,17
29,0.001,100000,64,0.001,0.99,-723.454023,18
29,0.001,100000,64,0.001,0.99,-539.392863,19
29,0.001,100000,64,0.001,0.99,-666.723724,20
30,0.001,100000,64,0.01,0.5,-1285.291067,1
30,0.001,100000,64,0.01,0.5,-1340.984768,2
30,0.001,100000,64,0.01,0.5,-1341.254211,3
30,0.001,100000,64,0.01,0.5,-1321.041334,4
30,0.001,100000,64,0.01,0.5,-1306.192677,5
30,0.001,100000,64,0.01,0.5,-1514.782485,6
30,0.001,100000,64,0.01,0.5,-1326.415411,7
30,0.001,100000,64,0.01,0.5,-1295.045473,8
30,0.001,100000,64,0.01,0.5,-1360.782609,9
30,0.001,100000,64,0.01,0.5,-1308.853105,10
30,0.001,100000,64,0.01,0.5,-1311.047334,11
30,0.001,100000,64,0.01,0.5,-1512.956468,12
30,0.001,100000,64,0.01,0.5,-1500.094921,13
30,0.001,100000,64,0.01,0.5,-1492.519275,14
30,0.001,100000,64,0.01,0.5,-1496.265889,15
30,0.001,100000,64,0.01,0.5,-1176.156433,16
30,0.001,100000,64,0.01,0.5,-1502.277527,17
30,0.001,100000,64,0.01,0.5,-1510.81276,18
30,0.001,100000,64,0.01,0.5,-1338.951559,19
30,0.001,100000,64,0.01,0.5,-1347.866951,20
31,0.001,100000,64,0.01,0.99,-120.754025,1
31,0.001,100000,64,0.01,0.99,-116.343039,2
31,0.001,100000,64,0.01,0.99,-1.259336,3
31,0.001,100000,64,0.01,0.99,-231.182031,4
31,0.001,100000,64,0.01,0.99,-124.482223,5
31,0.001,100000,64,0.01,0.99,-122.605718,6
31,0.001,100000,64,0.01,0.99,-119.679381,7
31,0.001,100000,64,0.01,0.99,-118.078462,8
31,0.001,100000,64,0.01,0.99,-336.962859,9
31,0.001,100000,64,0.01,0.99,-247.323186,10
31,0.001,100000,64,0.01,0.99,-236.092405,11
31,0.001,100000,64,0.01,0.99,-0.343623,12
31,0.001,100000,64,0.01,0.99,-115.984915,13
31,0.001,100000,64,0.01,0.99,-123.702326,14
31,0.001,100000,64,0.01,0.99,-124.772119,15
31,0.001,100000,64,0.01,0.99,-126.215094,16
31,0.001,100000,64,0.01,0.99,-1.279995,17
31,0.001,100000,64,0.01,0.99,-113.090277,18
31,0.001,100000,64,0.01,0.99,-123.801173,19
31,0.001,100000,64,0.01,0.99,-123.765939,20
32,0.001,100000,128,0.001,0.5,-1323.282257,1
32,0.001,100000,128,0.001,0.5,-1313.151778,2
32,0.001,100000,128,0.001,0.5,-1500.511802,3
32,0.001,100000,128,0.001,0.5,-1302.998732,4
32,0.001,100000,128,0.001,0.5,-1498.259334,5
32,0.001,100000,128,0.001,0.5,-1493.404575,6
32,0.001,100000,128,0.001,0.5,-1146.558402,7
32,0.001,100000,128,0.001,0.5,-1496.062599,8
32,0.001,100000,128,0.001,0.5,-1494.962428,9
32,0.001,100000,128,0.001,0.5,-1153.043558,10
32,0.001,100000,128,0.001,0.5,-1280.145986,11
32,0.001,100000,128,0.001,0.5,-1323.439141,12
32,0.001,100000,128,0.001,0.5,-1287.521752,13
32,0.001,100000,128,0.001,0.5,-1497.288646,14
32,0.001,100000,128,0.001,0.5,-1270.11494,15
32,0.001,100000,128,0.001,0.5,-1331.853611,16
32,0.001,100000,128,0.001,0.5,-1326.116428,17
32,0.001,100000,128,0.001,0.5,-1510.893274,18
32,0.001,100000,128,0.001,0.5,-1325.459888,19
32,0.001,100000,128,0.001,0.5,-1491.459887,20
33,0.001,100000,128,0.001,0.99,-1.394618,1
33,0.001,100000,128,0.001,0.99,-262.041306,2
33,0.001,100000,128,0.001,0.99,-129.600183,3
33,0.001,100000,128,0.001,0.99,-127.909515,4
33,0.001,100000,128,0.001,0.99,-127.871689,5
33,0.001,100000,128,0.001,0.99,-1.850907,6
33,0.001,100000,128,0.001,0.99,-609.286493,7
33,0.001,100000,128,0.001,0.99,-258.834172,8
33,0.001,100000,128,0.001,0.99,-1.496509,9
33,0.001,100000,128,0.001,0.99,-262.842778,10
33,0.001,100000,128,0.001,0.99,-787.274321,11
33,0.001,100000,128,0.001,0.99,-259.602085,12
33,0.001,100000,128,0.001,0.99,-1497.781734,13
33,0.001,100000,128,0.001,0.99,-267.814003,14
33,0.001,100000,128,0.001,0.99,-128.937374,15
33,0.001,100000,128,0.001,0.99,-263.325932,16
33,0.001,100000,128,0.001,0.99,-259.425874,17
33,0.001,100000,128,0.001,0.99,-1491.442867,18
33,0.001,100000,128,0.001,0.99,-623.431494,19
33,0.001,100000,128,0.001,0.99,-268.875538,20
34,0.001,100000,128,0.01,0.5,-1318.696706,1
34,0.001,100000,128,0.01,0.5,-1318.609755,2
34,0.001,100000,128,0.01,0.5,-1212.375588,3
34,0.001,100000,128,0.01,0.5,-1325.523181,4
34,0.001,100000,128,0.01,0.5,-1285.588579,5
34,0.001,100000,128,0.01,0.5,-1502.030575,6
34,0.001,100000,128,0.01,0.5,-1374.13368,7
34,0.001,100000,128,0.01,0.5,-1264.255944,8
34,0.001,100000,128,0.01,0.5,-1320.773007,9
34,0.001,100000,128,0.01,0.5,-1497.137908,10
34,0.001,100000,128,0.01,0.5,-1310.924019,11
34,0.001,100000,128,0.01,0.5,-1317.105377,12
34,0.001,100000,128,0.01,0.5,-1496.08358,13
34,0.001,100000,128,0.01,0.5,-1288.206495,14
34,0.001,100000,128,0.01,0.5,-1302.652843,15
34,0.001,100000,128,0.01,0.5,-1493.330574,16
34,0.001,100000,128,0.01,0.5,-1327.234947,17
34,0.001,100000,128,0.01,0.5,-1330.927125,18
34,0.001,100000,128,0.01,0.5,-1288.965093,19
34,0.001,100000,128,0.01,0.5,-1274.593571,20
35,0.001,100000,128,0.01,0.99,-129.806854,1
35,0.001,100000,128,0.01,0.99,-117.214015,2
35,0.001,100000,128,0.01,0.99,-380.129138,3
35,0.001,100000,128,0.01,0.99,-117.504484,4
35,0.001,100000,128,0.01,0.99,-121.907439,5
35,0.001,100000,128,0.01,0.99,-121.98314,6
35,0.001,100000,128,0.01,0.99,-117.818341,7
35,0.001,100000,128,0.01,0.99,-124.488132,8
35,0.001,100000,128,0.01,0.99,-128.395344,9
35,0.001,100000,128,0.01,0.99,-125.418053,10
35,0.001,100000,128,0.01,0.99,-240.235824,11
35,0.001,100000,128,0.01,0.99,-226.14724,12
35,0.001,100000,128,0.01,0.99,-117.637339,13
35,0.001,100000,128,0.01,0.99,-373.469179,14
35,0.001,100000,128,0.01,0.99,-243.919934,15
35,0.001,100000,128,0.01,0.99,-124.957198,16
35,0.001,100000,128,0.01,0.99,-120.376792,17
35,0.001,100000,128,0.01,0.99,-244.470781,18
35,0.001,100000,128,0.01,0.99,-2.778196,19
35,0.001,100000,128,0.01,0.99,-226.859739,20
36,0.01,1000,32,0.001,0.5,-1515.561496,1
36,0.01,1000,32,0.001,0.5,-1502.069183,2
36,0.01,1000,32,0.001,0.5,-1617.916524,3
36,0.01,1000,32,0.001,0.5,-1490.963142,4
36,0.01,1000,32,0.001,0.5,-1313.005316,5
36,0.01,1000,32,0.001,0.5,-1387.390127,6
36,0.01,1000,32,0.001,0.5,-1493.652455,7
36,0.01,1000,32,0.001,0.5,-1143.567119,8
36,0.01,1000,32,0.001,0.5,-1304.100918,9
36,0.01,1000,32,0.001,0.5,-1142.831276,10
36,0.01,1000,32,0.001,0.5,-1525.167918,11
36,0.01,1000,32,0.001,0.5,-1365.405666,12
36,0.01,1000,32,0.001,0.5,-1342.486018,13
36,0.01,1000,32,0.001,0.5,-1675.680392,14
36,0.01,1000,32,0.001,0.5,-1435.603153,15
36,0.01,1000,32,0.001,0.5,-870.625275,16
36,0.01,1000,32,0.001,0.5,-1678.622189,17
36,0.01,1000,32,0.001,0.5,-1410.287468,18
36,0.01,1000,32,0.001,0.5,-1357.711795,19
36,0.01,1000,32,0.001,0.5,-1398.562087,20
37,0.01,1000,32,0.001,0.99,-1300.097914,1
37,0.01,1000,32,0.001,0.99,-1239.659457,2
37,0.01,1000,32,0.001,0.99,-1253.127682,3
37,0.01,1000,32,0.001,0.99,-1668.715998,4
37,0.01,1000,32,0.001,0.99,-1572.794663,5
37,0.01,1000,32,0.001,0.99,-1314.010584,6
37,0.01,1000,32,0.001,0.99,-1672.371443,7
37,0.01,1000,32,0.001,0.99,-1510.431663,8
37,0.01,1000,32,0.001,0.99,-1358.319396,9
37,0.01,1000,32,0.001,0.99,-1669.649271,10
37,0.01,1000,32,0.001,0.99,-1378.99973,11
37,0.01,1000,32,0.001,0.99,-1497.716008,12
37,0.01,1000,32,0.001,0.99,-1623.170996,13
37,0.01,1000,32,0.001,0.99,-1174.194546,14
37,0.01,1000,32,0.001,0.99,-844.188252,15
37,0.01,1000,32,0.001,0.99,-1484.23482,16
37,0.01,1000,32,0.001,0.99,-1261.39335,17
37,0.01,1000,32,0.001,0.99,-620.451253,18
37,0.01,1000,32,0.001,0.99,-1450.642854,19
37,0.01,1000,32,0.001,0.99,-1379.150834,20
38,0.01,1000,32,0.01,0.5,-1612.076857,1
38,0.01,1000,32,0.01,0.5,-1497.917955,2
38,0.01,1000,32,0.01,0.5,-1594.230706,3
38,0.01,1000,32,0.01,0.5,-1491.292446,4
38,0.01,1000,32,0.01,0.5,-1378.829285,5
38,0.01,1000,32,0.01,0.5,-1490.974339,6
38,0.01,1000,32,0.01,0.5,-1123.939325,7
38,0.01,1000,32,0.01,0.5,-1635.57656,8
38,0.01,1000,32,0.01,0.5,-1435.558048,9
38,0.01,1000,32,0.01,0.5,-1508.221707,10
38,0.01,1000,32,0.01,0.5,-1434.485606,11
38,0.01,1000,32,0.01,0.5,-1591.823788,12
38,0.01,1000,32,0.01,0.5,-1640.415138,13
38,0.01,1000,32,0.01,0.5,-1496.082652,14
38,0.01,1000,32,0.01,0.5,-1362.791049,15
38,0.01,1000,32,0.01,0.5,-1641.186731,16
38,0.01,1000,32,0.01,0.5,-1591.852944,17
38,0.01,1000,32,0.01,0.5,-1632.641805,18
38,0.01,1000,32,0.01,0.5,-1299.791649,19
38,0.01,1000,32,0.01,0.5,-1305.716058,20
39,0.01,1000,32,0.01,0.99,-1522.096984,1
39,0.01,1000,32,0.01,0.99,-1189.256154,2
39,0.01,1000,32,0.01,0.99,-1516.506737,3
39,0.01,1000,32,0.01,0.99,-1439.705941,4
39,0.01,1000,32,0.01,0.99,-1498.331863,5
39,0.01,1000,32,0.01,0.99,-730.525084,6
39,0.01,1000,32,0.01,0.99,-1351.231582,7
39,0.01,1000,32,0.01,0.99,-1654.333021,8
39,0.01,1000,32,0.01,0.99,-1168.448963,9
39,0.01,1000,32,0.01,0.99,-958.292872,10
39,0.01,1000,32,0.01,0.99,-1181.406971,11
39,0.01,1000,32,0.01,0.99,-1684.205207,12
39,0.01,1000,32,0.01,0.99,-1353.7323,13
39,0.01,1000,32,0.01,0.99,-1520.523168,14
39,0.01,1000,32,0.01,0.99,-1516.57749,15
39,0.01,1000,32,0.01,0.99,-924.793275,16
39,0.01,1000,32,0.01,0.99,-1494.452247,17
39,0.01,1000,32,0.01,0.99,-1560.597025,18
39,0.01,1000,32,0.01,0.99,-1681.33512,19
39,0.01,1000,32,0.01,0.99,-1268.912254,20
40,0.01,1000,64,0.001,0.5,-1451.448307,1
40,0.01,1000,64,0.001,0.5,-1503.927797,2
40,0.01,1000,64,0.001,0.5,-854.269408,3
40,0.01,1000,64,0.001,0.5,-1504.145707,4
40,0.01,1000,64,0.001,0.5,-1506.30463,5
40,0.01,1000,64,0.001,0.5,-1291.366485,6
40,0.01,1000,64,0.001,0.5,-1497.399359,7
40,0.01,1000,64,0.001,0.5,-1475.869086,8
40,0.01,1000,64,0.001,0.5,-1088.38676,9
40,0.01,1000,64,0.001,0.5,-932.48292,10
40,0.01,1000,64,0.001,0.5,-1300.585501,11
40,0.01,1000,64,0.001,0.5,-1346.902447,12
40,0.01,1000,64,0.001,0.5,-1416.403194,13
40,0.01,1000,64,0.001,0.5,-1500.941237,14
40,0.01,1000,64,0.001,0.5,-1491.385031,15
40,0.01,1000,64,0.001,0.5,-1606.914375,16
40,0.01,1000,64,0.001,0.5,-1682.223929,17
40,0.01,1000,64,0.001,0.5,-721.092466,18
40,0.01,1000,64,0.001,0.5,-1210.65409,19
40,0.01,1000,64,0.001,0.5,-1374.86089,20
41,0.01,1000,64,0.001,0.99,-1506.64556,1
41,0.01,1000,64,0.001,0.99,-1522.051804,2
41,0.01,1000,64,0.001,0.99,-1636.504592,3
41,0.01,1000,64,0.001,0.99,-1161.325995,4
41,0.01,1000,64,0.001,0.99,-1647.868226,5
41,0.01,1000,64,0.001,0.99,-1187.857921,6
41,0.01,1000,64,0.001,0.99,-1209.096397,7
41,0.01,1000,64,0.001,0.99,-1653.405897,8
41,0.01,1000,64,0.001,0.99,-1464.577154,9
41,0.01,1000,64,0.001,0.99,-1273.449919,10
41,0.01,1000,64,0.001,0.99,-1506.908505,11
41,0.01,1000,64,0.001,0.99,-1183.772212,12
41,0.01,1000,64,0.001,0.99,-1667.169801,13
41,0.01,1000,64,0.001,0.99,-1656.355704,14
41,0.01,1000,64,0.001,0.99,-1604.723867,15
41,0.01,1000,64,0.001,0.99,-1606.936204,16
41,0.01,1000,64,0.001,0.99,-1670.21907,17
41,0.01,1000,64,0.001,0.99,-1666.14413,18
41,0.01,1000,64,0.001,0.99,-1675.240599,19
41,0.01,1000,64,0.001,0.99,-1630.737807,20
42,0.01,1000,64,0.01,0.5,-1679.045385,1
42,0.01,1000,64,0.01,0.5,-1215.104334,2
42,0.01,1000,64,0.01,0.5,-1469.143856,3
42,0.01,1000,64,0.01,0.5,-1442.482234,4
42,0.01,1000,64,0.01,0.5,-1496.677744,5
42,0.01,1000,64,0.01,0.5,-1300.664105,6
42,0.01,1000,64,0.01,0.5,-1499.118857,7
42,0.01,1000,64,0.01,0.5,-1628.664503,8
42,0.01,1000,64,0.01,0.5,-1639.563944,9
42,0.01,1000,64,0.01,0.5,-1682.510731,10
42,0.01,1000,64,0.01,0.5,-1688.186846,11
42,0.01,1000,64,0.01,0.5,-1417.997979,12
42,0.01,1000,64,0.01,0.5,-1101.812644,13
42,0.01,1000,64,0.01,0.5,-1675.740826,14
42,0.01,1000,64,0.01,0.5,-1634.734938,15
42,0.01,1000,64,0.01,0.5,-1089.027378,16
42,0.01,1000,64,0.01,0.5,-1568.280213,17
42,0.01,1000,64,0.01,0.5,-1636.654376,18
42,0.01,1000,64,0.01,0.5,-1613.105199,19
